Pesquisador_link,Title,Pub_Link,Nro_Autores,Data,Nro_Citations,Year
/pt/pesquisador/890/fernando-cendes/,Temporomandibular dysfunction post-craniotomy: Evaluation between pre- and post-operative status,/pt/publicacao/102633/temporomandibular-dysfunction-post-craniotomy-evaluation-bet/,7,OCT 2014,2,2014
/pt/pesquisador/890/fernando-cendes/,Extrahippocampal gray matter atrophy and memory impairment in patients with medial temporal lobe epilepsy,/pt/publicacao/7013/extrahippocampal-gray-matter-atrophy-and-memory-impairment-i/,7,Dec. 2007,0,2007
/pt/pesquisador/890/fernando-cendes/,Differences in memory performance and other clinical characteristics in patients with mesial temporal lobe epilepsy with and without hippocampal atrophy,/pt/publicacao/49981/differences-memory-performance-other-clinical/,6,2004,0,2004
/pt/pesquisador/890/fernando-cendes/,Characterization of language and reading skills in familial polymicrogyria,/pt/publicacao/50056/characterization-language-reading-skills-familial/,10,2008,0,2008
/pt/pesquisador/890/fernando-cendes/,Congenital destructive hemispheric lesions and epilepsy: clinical features and relevance of associated hippocampal atrophy,/pt/publicacao/67406/epilepsia-secundaria-a-lesoes-destrutivas-hemisfericas-conge/,6,Dez. 2000,0,2000
/pt/pesquisador/890/fernando-cendes/,Can fMRI predict memory decline after temporal lobe resection?,/pt/publicacao/109311/can-fmri-predict-memory-decline-after-temporal-lobe-resectio/,1,JUL 2015,0,2015
/pt/pesquisador/890/fernando-cendes/,Neurocysticercotic Calcifications and Hippocampal Sclerosis: A Case-Control Study,/pt/publicacao/109586/neurocysticercotic-calcifications-and-hippocampal-sclerosis/,7,JUL 1 2015,8,2015
/pt/pesquisador/890/fernando-cendes/,P-31-MRS Using Visual Stimulation Protocols with Different Durations in Healthy Young Adult Subjects,/pt/publicacao/102702/p-31-mrs-using-visual-stimulation-protocols-with-different-d/,5,DEC 2014,3,2014
/pt/pesquisador/890/fernando-cendes/,Disruption of melatonin circadian rhythm production is related to multiple sclerosis severity: A preliminary study,/pt/publicacao/108508/disruption-of-melatonin-circadian-rhythm-production-is-relat/,6,JUN 15 2015,17,2015
/pt/pesquisador/890/fernando-cendes/,Auditory processing disorder in patients with language-learning impairment and correlation with malformation of cortical development,/pt/publicacao/54915/auditory-processing-disorder-in-patients-with-language-learn/,7,NOV 2011,14,2011
/pt/pesquisador/890/fernando-cendes/,Relationship between median nerve somatosensory evoked potentials and spinal cord injury levels in patients with quadriplegia,/pt/publicacao/36804/relationship-between-median-nerve-somatosensory-evoked-poten/,4,MAY 2009,6,2009
/pt/pesquisador/890/fernando-cendes/,Texture analysis of medical images,/pt/publicacao/51310/texture-analysis-medical-images/,4,2004,0,2004
/pt/pesquisador/179615/gustavo-ferreira-simoes/,Granulocyte-Colony Stimulating Factor Improves MDX Mouse Response to Peripheral Nerve Injury,/pt/publicacao/58322/granulocyte-colony-stimulating-factor-improves-mdx-mouse-res/,2,AUG 13 2012,3,2012
/pt/pesquisador/179615/gustavo-ferreira-simoes/,Granulocyte colony-stimulating factor (G-CSF) positive effects on muscle fiber degeneration and gait recovery after nerve lesion in MDX mice,/pt/publicacao/103555/granulocyte-colony-stimulating-factor-g-csf-positive-effects/,3,SEP 2014,7,2014
/pt/pesquisador/178442/sandra-maria-miraglia-valdeolivas/,Effects of prenatal and lactation nicotine exposure on rat testicular interstitial tissue,/pt/publicacao/91786/effects-of-prenatal-and-lactation-nicotine-exposure-on-rat-t/,5,MAR 2014,12,2014
/pt/pesquisador/178442/sandra-maria-miraglia-valdeolivas/,Carbamazepine-exposure during gestation and lactation affects pubertal onset and spermatic parameters in male pubertal offspring,/pt/publicacao/93925/carbamazepine-exposure-during-gestation-and-lactation-affect/,6,APR 2014,4,2014
/pt/pesquisador/178442/sandra-maria-miraglia-valdeolivas/,Carnitine Diminishes Etoposide Toxic Action on Spermatogonial Self-renewal and Sperm Production in Adult Rats Treated in the Prepubertal Phase,/pt/publicacao/178406/carnitine-diminishes-etoposide-toxic-action-on-spermatogonia/,3,MAR 2020,0,2020
/pt/pesquisador/3742/sandra-josefina-ferraz-ellero-grisi/,Sex differences in DNA methylation of the cord blood are related to sex-bias psychiatric diseases,/pt/publicacao/128872/sex-differences-in-dna-methylation-of-the-cord-blood-are-rel/,10,MAR 17 2017,4,2017
/pt/pesquisador/683692/roberta-pulcheri-ramos/,Inspiratory muscle weakness contributes to exertional dyspnea in chronic thromboembolic pulmonary hypertension,/pt/publicacao/152564/inspiratory-muscle-weakness-contributes-to-exertional-dyspne/,10,SEP 27 2018,1,2018
/pt/pesquisador/64502/fernanda-de-toledo-goncalves/,Efficiency of Casework Direct Kit for extraction of touch DNA samples obtained from cars steering wheels,/pt/publicacao/175719/efficiency-of-casework-direct-kit-for-extraction-of-touch-dn/,3,DEC 2019,0,2019
/pt/pesquisador/690825/mariana-cavalheiro-magri/,MTTP polymorphisms and hepatic steatosis in individuals chronically infected with hepatitis C virus,/pt/publicacao/171388/mttp-polymorphisms-and-hepatic-steatosis-in-individuals-chro/,10,OCT 2019,0,2019
/pt/pesquisador/69669/luiz-eduardo-gomes-garcia-betting/,Voxel-based morphometry and epilepsy,/pt/publicacao/33279/voxel-based-morphometry-and-epilepsy/,3,JUN 2010,23,2010
/pt/pesquisador/69669/luiz-eduardo-gomes-garcia-betting/,Investigation of the cingulate cortex in idiopathic generalized epilepsy,/pt/publicacao/113014/investigation-of-the-cingulate-cortex-in-idiopathic-generali/,7,NOV 2015,10,2015
/pt/pesquisador/69669/luiz-eduardo-gomes-garcia-betting/,Voxel-based analysis of diffusion tensor imaging in patients with mesial temporal lobe epilepsy,/pt/publicacao/131228/voxel-based-analysis-of-diffusion-tensor-imaging-in-patients/,7,MAY 2017,2,2017
/pt/pesquisador/69669/luiz-eduardo-gomes-garcia-betting/,Analysis of generalized interictal discharges using quantitative EEG,/pt/publicacao/103844/analysis-of-generalized-interictal-discharges-using-quantita/,3,DEC 2014,7,2014
/pt/pesquisador/69669/luiz-eduardo-gomes-garcia-betting/,Hippocampal Damage and atrophy secondary to status epilepticus in a patient with schizophrenia,/pt/publicacao/127174/hippocampal-damage-and-atrophy-secondary-to-status-epileptic/,6,FEB 6 2017,2,2017
/pt/pesquisador/104662/daniel-paulino-venancio/,Sleep deprivation alters energy homeostasis through non-compensatory alterations in hypothalamic insulin receptors in Wistar rats,/pt/publicacao/103612/sleep-deprivation-alters-energy-homeostasis-through-non-comp/,3,NOV 2014,9,2014
/pt/pesquisador/104662/daniel-paulino-venancio/,Prolonged REM sleep restriction induces metabolic syndrome-related changes: Mediation by pro-inflammatory cytokines,/pt/publicacao/109295/prolonged-rem-sleep-restriction-induces-metabolic-syndrome-r/,2,JUL 2015,18,2015
/pt/pesquisador/690871/gildasio-castello-de-almeida-junior/,CCR5 chemokine receptor gene polymorphisms in ocular toxoplasmosis,/pt/publicacao/146915/ccr5-chemokine-receptor-gene-polymorphisms-in-ocular-toxopla/,10,FEB 2018,1,2018
/pt/pesquisador/669047/ludmilla-thome-domingos-chinen/,Early detection of poor outcome in patients with metastatic colorectal cancer: tumor kinetics evaluated by circulating tumor cells,/pt/publicacao/122802/early-detection-of-poor-outcome-in-patients-with-metastatic/,10,2016,3,2016
/pt/pesquisador/669047/ludmilla-thome-domingos-chinen/,"Evaluation of incidence, significance, and prognostic role of circulating tumor microemboli and transforming growth factor-beta receptor I in head and neck cancer",/pt/publicacao/139159/evaluation-of-incidence-significance-and-prognostic-role-o/,10,NOV 2017,10,2017
/pt/pesquisador/669047/ludmilla-thome-domingos-chinen/,The Potential Clinical Implications of Circulating Tumor Cells and Circulating Tumor Microemboli in Gastric Cancer,/pt/publicacao/171246/the-potential-clinical-implications-of-circulating-tumor-cel/,10,SEP 2019,2,2019
/pt/pesquisador/53229/virginia-picanco-e-castro/,Ten years of iPSC: clinical potential and advances in vitro hematopoietic differentiation,/pt/publicacao/130810/ten-years-of-ipsc-clinical-potential-and-advances-in-vitro/,8,MAY 2017,7,2017
/pt/pesquisador/53229/virginia-picanco-e-castro/,Frequency of the δ< i> ccr,/pt/publicacao/57549/frequency-ccr-5-deletion-allele/,1,Unknown,0,2020
/pt/pesquisador/56604/mariana-gobbo-braz/,"Genotoxicity, cytotoxicity and gene expression in patients undergoing elective surgery under isoflurane anaesthesia",/pt/publicacao/28292/genotoxicity-cytotoxicity-and-gene-expression-in-patients-un/,9,MAY 2011,20,2011
/pt/pesquisador/56604/mariana-gobbo-braz/,Isoflurane and Propofol Contribute to Increasing the Antioxidant Status of Patients During Minor Elective Surgery A Randomized Clinical Study,/pt/publicacao/112929/isoflurane-and-propofol-contribute-to-increasing-the-antioxi/,8,AUG 2015,10,2015
/pt/pesquisador/56604/mariana-gobbo-braz/,Comparison of waste anesthetic gases in operating rooms with or without an scavenging system in a Brazilian University Hospital,/pt/publicacao/158309//,6,Out. 2017,0,2017
/pt/pesquisador/56604/mariana-gobbo-braz/,Detrimental effects detected in exfoliated buccal cells from anesthesiology medical residents occupationally exposed to inhalation anesthetics: An observational study,/pt/publicacao/150638/detrimental-effects-detected-in-exfoliated-buccal-cells-from/,9,AUG 2018,1,2018
/pt/pesquisador/56604/mariana-gobbo-braz/,High concentrations of waste anesthetic gases induce genetic damage and inflammation in physicians exposed for three years: A cross-sectional study,/pt/publicacao/179158/high-concentrations-of-waste-anesthetic-gases-induce-genetic/,10,MAY 2020,0,2020
/pt/pesquisador/56604/mariana-gobbo-braz/,Expression and promoter methylation status of two DNA repair genes in leukocytes from patients undergoing propofol or isoflurane anaesthesia,/pt/publicacao/144265/expression-and-promoter-methylation-status-of-two-dna-repair/,8,MAR 2018,3,2018
/pt/pesquisador/56604/mariana-gobbo-braz/,Lower levels of oxidative DNA damage and apoptosis in lymphocytes from patients undergoing surgery with propofol anesthesia,/pt/publicacao/53743/lower-levels-of-oxidative-dna-damage-and-apoptosis-in-lympho/,7,JAN 2012,12,2012
/pt/pesquisador/56604/mariana-gobbo-braz/,Comparison of oxidative stress in ASA physical status I patients scheduled for minimally invasive surgery under balanced or intravenous anesthesia,/pt/publicacao/89783/comparison-of-oxidative-stress-in-asa-physical-status-i-pati/,9,SEP 2013,11,2013
/pt/pesquisador/56604/mariana-gobbo-braz/,Does occupational exposure to anesthetic gases lead to increase of pro-inflammatory cytokines?,/pt/publicacao/112978/does-occupational-exposure-to-anesthetic-gases-lead-to-incre/,6,DEC 2015,12,2015
/pt/pesquisador/178764/waleska-kerllen-martins-gardesani/,Parallel damage in mitochondria and lysosomes is an efficient way to photoinduce cell death,/pt/publicacao/156439/parallel-damage-in-mitochondria-and-lysosomes-is-an-efficien/,10,FEB 1 2019,12,2019
/pt/pesquisador/178764/waleska-kerllen-martins-gardesani/,Gene network analyses point to the importance of human tissue kallikreins in melanoma progression,/pt/publicacao/25987/gene-network-analyses-point-to-the-importance-of-human-tissu/,10,OCT 27 2011,11,2011
/pt/pesquisador/178764/waleska-kerllen-martins-gardesani/,Antioxidant role on the protection of melanocytes against visible light-induced photodamage,/pt/publicacao/157215/antioxidant-role-on-the-protection-of-melanocytes-against-vi/,5,FEB 1 2019,2,2019
/pt/pesquisador/178764/waleska-kerllen-martins-gardesani/,G3BP1 knockdown sensitizes U87 glioblastoma cell line to Bortezomib by inhibiting stress granules assembly and potentializing apoptosis,/pt/publicacao/171811/g3bp1-knockdown-sensitizes-u87-glioblastoma-cell-line-to-bor/,10,SEP 2019,1,2019
/pt/pesquisador/69165/raphael-mendes-ritti-dias/,Exercise as a therapeutic approach to improve blood pressure in patients with peripheral arterial disease: current literature and future directions,/pt/publicacao/163326/exercise-as-a-therapeutic-approach-to-improve-blood-pressure/,4,2019,1,2019
/pt/pesquisador/69165/raphael-mendes-ritti-dias/,Effects of Isometric Handgrip Training in Patients With Peripheral Artery Disease: A Randomized Controlled Trial,/pt/publicacao/179019/effects-of-isometric-handgrip-training-in-patients-with-peri/,9,FEB 18 2020,0,2020
/pt/pesquisador/69165/raphael-mendes-ritti-dias/,Variação do equilíbrio muscular durante uma temporada em jogadores de futebol categoria sub-20,/pt/publicacao/8579/variacao-do-equilibrio-muscular-durante-uma-temporada-em-jog/,3,2008,0,2008
/pt/pesquisador/69165/raphael-mendes-ritti-dias/,Therapeutic resistance exercises for individuals with peripheral arterial obstructive disease: evidence for prescription,/pt/publicacao/8856/exercicios-resistidos-terapeuticos-para-individuos-com-doenc/,4,2007,0,2007
/pt/pesquisador/65722/hugo-cogo-moreira/,Assessing Music Perception in Young Children: Evidence for and Psychometric Features of the M-Factor,/pt/publicacao/126899/assessing-music-perception-in-young-children-evidence-for-a/,10,JAN 24 2017,5,2017
/pt/pesquisador/65722/hugo-cogo-moreira/,Risk of bias in randomized controlled trials of psychological treatments for bulimia nervosa and binge eating,/pt/publicacao/151558/risk-of-bias-in-randomized-controlled-trials-of-psychologica/,4,SEP 2018,0,2018
/pt/pesquisador/65722/hugo-cogo-moreira/,Assessing Risk of Bias in Randomized Controlled Trials for Autism Spectrum Disorder,/pt/publicacao/141398/assessing-risk-of-bias-in-randomized-controlled-trials-for-a/,5,NOV 29 2017,4,2017
/pt/pesquisador/65722/hugo-cogo-moreira/,Influence of birthweight on childhood balance: Evidence from two British birth cohorts,/pt/publicacao/163963/influence-of-birthweight-on-childhood-balance-evidence-from/,5,MAR 2019,0,2019
/pt/pesquisador/65722/hugo-cogo-moreira/,"Birth weight, verbal cognition in early adolescence, and lexical and reading skills in late adolescence: a formal mediation analysis using a potential outcomes approach",/pt/publicacao/167449/birth-weight-verbal-cognition-in-early-adolescence-and-lex/,6,JUL 2019,1,2019
/pt/pesquisador/65722/hugo-cogo-moreira/,The trajectory of balance skill development from childhood to adolescence was influenced by birthweight: a latent transition analysis in a British birth cohort,/pt/publicacao/166239/the-trajectory-of-balance-skill-development-from-childhood-t/,7,MAY 2019,0,2019
/pt/pesquisador/65722/hugo-cogo-moreira/,A new motor screening assessment for children at risk for motor disorders: construct validity,/pt/publicacao/146801/a-new-motor-screening-assessment-for-children-at-risk-for-mo/,5,FEB 2018,0,2018
/pt/pesquisador/65722/hugo-cogo-moreira/,Motor skills assessments: support for a general motor factor for the Movement Assessment Battery for Children-2 and the Bruininks-Oseretsky Test of Motor Proficiency-2,/pt/publicacao/173475/motor-skills-assessments-support-for-a-general-motor-factor/,4,JAN-MAR 2019,0,2019
/pt/pesquisador/65722/hugo-cogo-moreira/,Assessing risk of bias in randomized controlled trials of methylphenidate for children and adolescents with attention deficit hyperactivity disorder (ADHD),/pt/publicacao/142073/assessing-risk-of-bias-in-randomized-controlled-trials-of-me/,5,MAR 2018,5,2018
/pt/pesquisador/65722/hugo-cogo-moreira/,Multidimensional measurement of exposure to music in childhood: Beyond the musician/non-musician dichotomy,/pt/publicacao/148733/multidimensional-measurement-of-exposure-to-music-in-childho/,2,JUL 2018,1,2018
